code_module,code_presentation,id_student,avrg_past_grade,exam_grade,completed,weighted
AAA,2013J,175991,36.0,,1,1
AAA,2013J,180753,51.7,,1,1
AAA,2013J,181316,76.0,,0,1
AAA,2013J,183096,54.0,,1,1
AAA,2013J,183947,46.6,,1,1
AAA,2013J,184271,58.7,,1,1
AAA,2013J,185439,74.0,,0,1
AAA,2013J,186149,75.6,,1,1
AAA,2013J,187100,89.4,,1,1
AAA,2013J,188278,76.0,,0,1
AAA,2014J,188278,69.6,,1,1
AAA,2013J,189879,78.8,,1,1
AAA,2013J,192183,66.7,,1,1
AAA,2013J,200860,50.8,,1,1
AAA,2013J,202635,66.4,,0,1
AAA,2013J,205350,72.2,,1,1
AAA,2013J,205719,54.6,,0,1
AAA,2013J,227499,83.5,,1,1
AAA,2013J,227517,61.7,,1,1
AAA,2013J,228082,74.8,,1,1
AAA,2013J,228222,60.7,,1,1
AAA,2013J,229179,65.1,,1,1
AAA,2013J,229361,77.5,,1,1
AAA,2013J,231554,66.0,,0,1
AAA,2013J,235507,65.0,,0,1
AAA,2014J,235507,56.3,,1,1
AAA,2013J,236284,75.5,,1,1
AAA,2013J,238007,79.5,,1,1
AAA,2013J,240712,74.2,,1,1
AAA,2013J,240884,56.4,,1,1
AAA,2013J,241649,78.8,,1,1
AAA,2013J,241729,59.6,,1,1
AAA,2013J,242793,79.2,,1,1
AAA,2013J,246834,54.8,,1,1
AAA,2013J,248270,78.9,,1,1
AAA,2013J,255548,68.4,,1,1
AAA,2013J,256815,77.7,,1,1
AAA,2013J,258392,59.1,,1,1
AAA,2013J,258894,64.4,,1,1
AAA,2013J,260355,,,0,1
AAA,2013J,262011,72.1,,1,1
AAA,2013J,262934,76.0,,1,1
AAA,2013J,268073,75.5,,1,1
AAA,2013J,268733,40.333333333333336,,0,1
AAA,2013J,271251,76.9,,1,1
AAA,2013J,277880,67.2,,0,1
AAA,2014J,277880,67.2,,0,1
AAA,2013J,279572,79.6,,1,1
AAA,2013J,281022,73.8,,1,1
AAA,2013J,281250,54.3,,1,1
AAA,2013J,282821,58.8,,1,1
AAA,2013J,286488,73.5,,1,1
AAA,2013J,287548,67.9,,1,1
AAA,2013J,290201,69.8,,1,1
AAA,2013J,290757,74.5,,1,1
AAA,2013J,291334,82.9,,1,1
AAA,2013J,294570,78.7,,1,1
AAA,2013J,294594,51.0,,1,1
AAA,2013J,295741,51.9,,1,1
FFF,2014B,295741,80.75,,1,1
AAA,2013J,296332,84.3,,1,1
AAA,2013J,298696,81.8,,1,1
AAA,2013J,300398,78.3,,1,1
AAA,2013J,302302,58.8,,0,1
AAA,2013J,305152,64.0,,0,1
AAA,2013J,305386,78.1,,1,1
AAA,2013J,306107,54.9,,1,1
AAA,2013J,306466,82.6,,1,1
AAA,2013J,306897,60.9,,1,1
AAA,2013J,307061,81.3,,1,1
AAA,2013J,307866,61.857142857142854,,0,1
AAA,2013J,311917,60.4,,1,1
AAA,2013J,312537,87.8,,1,1
AAA,2013J,312782,58.5,,1,1
AAA,2013J,318933,66.6,,1,1
AAA,2013J,319047,78.6,,1,1
AAA,2013J,321942,80.2,,1,1
AAA,2013J,324002,80.2,,1,1
AAA,2013J,324084,57.5,,1,1
AAA,2013J,324282,64.6,,1,1
AAA,2013J,331358,84.0,,0,1
AAA,2014J,331358,85.0,,1,1
AAA,2013J,332789,75.1,,1,1
AAA,2013J,333059,62.6,,1,1
AAA,2013J,333323,74.2,,1,1
AAA,2013J,334259,51.666666666666664,,0,1
AAA,2013J,334333,36.0,,0,1
AAA,2013J,335764,86.4,,0,1
AAA,2014J,335764,87.6,,1,1
AAA,2013J,336207,67.4,,1,1
AAA,2013J,339972,47.8,,1,1
AAA,2013J,341872,63.8,,1,1
AAA,2013J,342007,75.0,,0,1
AAA,2014J,342007,83.9,,1,1
AAA,2013J,342514,78.4,,1,1
AAA,2013J,342972,61.5,,1,1
AAA,2013J,343446,79.6,,1,1
AAA,2013J,344282,47.4,,1,1
AAA,2013J,345068,79.5,,1,1
AAA,2013J,345357,82.0,,1,1
AAA,2013J,346025,82.4,,1,1
AAA,2013J,350188,73.4,,1,1
AAA,2013J,357668,58.6,,0,1
AAA,2013J,364177,69.71428571428571,,0,1
AAA,2013J,365244,55.6,,1,1
AAA,2013J,365642,70.4,,1,1
AAA,2013J,366483,77.0,,1,1
AAA,2013J,368194,49.1,,1,1
AAA,2013J,368824,53.7,,1,1
AAA,2013J,368963,67.4,,1,1
AAA,2013J,376439,87.3,,1,1
AAA,2013J,376581,73.0,,1,1
AAA,2013J,380953,67.0,,1,1
AAA,2013J,383254,76.3,,1,1
AAA,2013J,386924,68.9,,1,1
AAA,2013J,386952,68.8,,1,1
AAA,2013J,388722,63.7,,1,1
AAA,2013J,388885,61.9,,1,1
AAA,2013J,390890,68.6,,0,1
AAA,2014J,390890,68.2,,1,1
AAA,2013J,392756,43.5,,1,1
AAA,2013J,392931,69.1,,1,1
AAA,2013J,393207,74.8,,1,1
AAA,2013J,396872,61.1,,1,1
AAA,2013J,398552,45.0,,1,1
AAA,2013J,401869,67.0,,1,1
AAA,2013J,402470,70.7,,1,1
AAA,2013J,404804,41.6,,1,1
AAA,2013J,405088,77.3,,1,1
AAA,2013J,414117,76.0,,1,1
AAA,2013J,415969,58.2,,0,1
AAA,2014J,415969,58.2,,0,1
AAA,2013J,420087,75.2,,0,1
AAA,2013J,429958,58.3,,1,1
AAA,2013J,441018,61.0,,1,1
AAA,2013J,441888,70.0,,1,1
AAA,2013J,442442,41.0,,0,1
AAA,2013J,444677,86.9,,1,1
AAA,2013J,470588,86.0,,0,1
AAA,2014J,470588,72.66666666666667,,0,1
AAA,2013J,489455,70.0,,1,1
AAA,2013J,495284,65.0,,1,1
AAA,2013J,498857,72.6,,1,1
AAA,2013J,508818,69.9,,1,1
AAA,2013J,512460,73.2,,1,1
AAA,2013J,544103,81.0,,1,1
AAA,2013J,550383,73.0,,1,1
AAA,2013J,564450,58.0,,1,1
AAA,2013J,568601,80.33333333333333,,0,1
AAA,2013J,572652,73.7,,1,1
AAA,2013J,580389,70.6,,1,1
AAA,2013J,588775,82.4,,1,1
AAA,2013J,591774,73.4,,1,1
AAA,2013J,603861,64.0,,1,1
AAA,2014J,603861,64.0,,1,1
AAA,2013J,606143,62.0,,0,1
AAA,2013J,704156,66.3,,1,1
AAA,2013J,705379,80.7,,1,1
AAA,2013J,721259,,,0,1
AAA,2014J,721259,65.0,,0,1
AAA,2013J,749412,70.2,,1,1
AAA,2013J,760729,81.5,,1,1
AAA,2013J,905042,78.0,,1,1
AAA,2013J,949618,60.3,,1,1
AAA,2013J,958987,77.2,,1,1
AAA,2013J,968578,73.4,,1,1
AAA,2013J,969076,56.57142857142857,,0,1
AAA,2013J,971027,67.2,,1,1
AAA,2013J,978739,56.5,,1,1
AAA,2013J,1035023,69.9,,1,1
AAA,2013J,1105478,81.2,,1,1
AAA,2013J,1352868,65.33333333333333,,0,1
AAA,2014J,1352868,67.2,,1,1
AAA,2013J,1401935,31.666666666666668,,0,1
AAA,2013J,1402638,75.0,,1,1
AAA,2013J,1414443,59.333333333333336,,0,1
AAA,2013J,1465690,80.9,,1,1
AAA,2013J,1472925,62.2,,1,1
AAA,2014J,1472925,63.0,,1,1
AAA,2013J,1488959,60.2,,1,1
AAA,2013J,1518989,72.2,,1,1
AAA,2013J,1618738,77.9,,1,1
AAA,2013J,1620151,75.0,,0,1
AAA,2013J,1626710,84.9,,1,1
AAA,2013J,1640609,85.3,,1,1
AAA,2013J,1686521,68.0,,0,1
AAA,2013J,1729319,77.5,,1,1
AAA,2013J,1746134,84.0,,1,1
AAA,2013J,1758449,59.666666666666664,,0,1
AAA,2013J,1765788,67.5,,1,1
AAA,2013J,1801229,76.7,,1,1
AAA,2013J,1801641,77.8,,1,1
AAA,2013J,1847830,69.1,,1,1
AAA,2013J,1860318,62.8,,1,1
AAA,2013J,1889511,71.2,,1,1
AAA,2013J,1889577,73.2,,1,1
AAA,2013J,1894188,69.7,,1,1
AAA,2013J,1938355,71.2,,1,1
AAA,2013J,1942396,54.9,,1,1
AAA,2013J,1970390,83.8,,1,1
AAA,2014J,1970390,83.8,,1,1
AAA,2013J,1976139,62.875,,0,1
AAA,2013J,2011876,75.6,,1,1
AAA,2013J,2012966,79.1,,1,1
AAA,2013J,2051699,67.3,,1,1
AAA,2013J,2062879,62.1,,1,1
AAA,2013J,2065691,36.8,,0,1
AAA,2013J,2073016,60.4,,0,1
AAA,2014J,2073016,56.5,,0,1
AAA,2013J,2080474,67.2,,1,1
AAA,2013J,2083877,68.1,,1,1
AAA,2013J,2084066,59.0,,0,1
AAA,2013J,2104505,64.1,,1,1
AAA,2013J,2122180,82.3,,1,1
AAA,2013J,2139353,66.2,,0,1
AAA,2014J,2139353,66.9,,1,1
AAA,2013J,2143752,52.9,,1,1
AAA,2013J,2146792,70.0,,1,1
AAA,2013J,2153153,61.8,,1,1
AAA,2013J,2155014,73.9,,1,1
AAA,2013J,2164705,70.0,,0,1
AAA,2013J,2171627,68.4,,1,1
AAA,2013J,2182846,66.3,,1,1
AAA,2013J,2194100,67.3,,1,1
AAA,2013J,2197016,75.7,,1,1
AAA,2013J,2208424,69.9,,1,1
AAA,2013J,2229865,77.1,,1,1
AAA,2013J,2255601,49.0,,0,1
AAA,2013J,2268379,83.6,,1,1
AAA,2013J,2278464,48.9,,1,1
AAA,2013J,2293923,60.5,,1,1
AAA,2013J,2312620,36.2,,0,1
AAA,2013J,2329342,58.8,,1,1
AAA,2013J,2339528,80.5,,1,1
AAA,2013J,2342426,74.2,,1,1
AAA,2013J,2344901,49.285714285714285,,0,1
AAA,2013J,2358056,69.8,,1,1
AAA,2013J,2358969,68.0,,0,1
AAA,2014J,2358969,70.3,,1,1
AAA,2013J,2364471,81.6,,1,1
AAA,2013J,2367155,75.7,,1,1
AAA,2013J,2369266,51.2,,1,1
AAA,2013J,2376496,75.5,,1,1
AAA,2013J,2391984,72.71428571428571,,0,1
AAA,2013J,2411661,45.3,,1,1
AAA,2013J,2411778,81.0,,0,1
AAA,2013J,2412002,83.1,,1,1
AAA,2013J,2412967,77.5,,1,1
AAA,2013J,2429854,51.0,,0,1
AAA,2013J,2437837,74.9,,1,1
AAA,2013J,2449878,60.5,,1,1
AAA,2013J,2456480,21.6,,0,1
AAA,2013J,2457256,70.5,,1,1
AAA,2013J,2458355,91.0,,1,1
AAA,2013J,2460080,77.1,,1,1
AAA,2013J,2461190,54.0,,0,1
AAA,2013J,2479954,79.7,,1,1
AAA,2013J,2481901,74.8,,1,1
AAA,2013J,2482700,55.8,,1,1
AAA,2013J,2486127,74.4,,1,1
AAA,2013J,2498700,77.9,,1,1
AAA,2013J,2516503,79.2,,1,1
AAA,2013J,2518069,76.7,,1,1
AAA,2013J,2521459,61.5,,1,1
AAA,2013J,2523736,62.285714285714285,,0,1
AAA,2013J,2529279,78.8,,1,1
AAA,2013J,2532302,60.3,,1,1
AAA,2013J,2536991,83.4,,1,1
AAA,2013J,2550279,62.8,,1,1
AAA,2013J,2551220,63.4,,1,1
AAA,2013J,2552472,50.666666666666664,,0,1
AAA,2013J,2555340,79.2,,1,1
AAA,2013J,2557283,81.6,,1,1
AAA,2013J,2559575,73.1,,1,1
AAA,2013J,2562034,65.4,,1,1
AAA,2013J,2566163,70.9,,1,1
AAA,2013J,2566592,71.8,,1,1
AAA,2013J,2574528,77.3,,1,1
AAA,2013J,2574583,71.9,,1,1
AAA,2013J,2576122,64.0,,0,1
AAA,2014J,2576122,64.0,,0,1
AAA,2013J,2578995,80.1,,1,1
AAA,2013J,2586560,72.8,,1,1
AAA,2013J,2594139,73.5,,1,1
AAA,2013J,2598871,74.0,,1,1
AAA,2013J,2599352,75.7,,1,1
AAA,2013J,2600688,70.1,,1,1
AAA,2013J,2606098,72.2,,1,1
AAA,2013J,2613116,79.8,,1,1
AAA,2013J,2617002,65.2,,1,1
AAA,2013J,2639449,52.625,,0,1
AAA,2013J,2639540,79.9,,1,1
AAA,2013J,2639641,66.5,,1,1
AAA,2013J,2641155,79.2,,1,1
AAA,2013J,2643002,48.8,,1,1
AAA,2013J,2645733,81.2,,1,1
AAA,2013J,2649826,84.7,,1,1
AAA,2013J,2650282,84.3,,1,1
AAA,2013J,2664024,66.2,,1,1
AAA,2013J,2666246,76.2,,1,1
AAA,2013J,2669816,54.0,,1,1
AAA,2013J,2671132,69.8,,1,1
AAA,2013J,2676809,42.8,,0,1
AAA,2013J,2678643,69.7,,1,1
AAA,2013J,2685865,78.9,,1,1
AAA,2013J,2688067,68.4,,1,1
AAA,2013J,2689958,81.2,,1,1
AAA,2013J,2691206,84.7,,1,1
AAA,2013J,2694424,76.5,,1,1
AAA,2013J,2698257,69.4,,1,1
AAA,2013J,2469673,44.55555555555556,,0,1
AAA,2013J,2470694,67.0,,0,1
AAA,2014J,2470694,67.0,,0,1
AAA,2013J,2691244,58.666666666666664,,0,1
AAA,2013J,293699,46.111111111111114,,0,1
AAA,2013J,581129,40.0,,0,1
AAA,2013J,195262,50.0,,0,1
AAA,2014J,569505,85.9,,1,1
AAA,2014J,570317,75.4,,1,1
AAA,2014J,574505,41.7,,1,1
AAA,2014J,588477,75.0,,1,1
AAA,2014J,593846,64.5,,1,1
AAA,2014J,593987,72.5,,1,1
AAA,2014J,596288,76.7,,1,1
AAA,2014J,603834,61.4,,1,1
AAA,2014J,623840,79.5,,1,1
AAA,2014J,626240,56.3,,1,1
AAA,2014J,628088,80.0,,0,1
AAA,2014J,630142,83.33333333333333,,0,1
AAA,2014J,637665,49.8,,1,1
AAA,2014J,639053,65.9,,1,1
AAA,2014J,642878,41.333333333333336,,0,1
AAA,2014J,648130,53.5,,1,1
AAA,2014J,676546,73.57142857142857,,0,1
AAA,2014J,677186,57.3,,1,1
AAA,2014J,684180,62.7,,1,1
AAA,2014J,687698,54.3,,1,1
AAA,2014J,696073,74.7,,1,1
AAA,2014J,696578,77.0,,0,1
AAA,2014J,852847,32.0,,0,1
AAA,2014J,998493,67.6,,1,1
AAA,2014J,1045203,79.4,,1,1
AAA,2014J,1112555,66.6,,1,1
AAA,2014J,1183831,70.4,,0,1
AAA,2014J,1268696,61.2,,1,1
AAA,2014J,1398979,72.28571428571429,,0,1
AAA,2014J,1456619,63.0,,0,1
AAA,2014J,1471214,71.4,,1,1
AAA,2014J,1484804,66.8,,1,1
AAA,2014J,1511033,75.3,,1,1
AAA,2014J,1576513,86.9,,1,1
AAA,2014J,1609002,79.8,,1,1
AAA,2014J,1629771,79.5,,1,1
AAA,2014J,1686551,80.0,,0,1
AAA,2014J,1689639,73.0,,0,1
AAA,2014J,1715896,77.8,,1,1
AAA,2014J,1721270,57.5,,1,1
AAA,2014J,1757766,70.9,,1,1
AAA,2014J,1773377,74.4,,1,1
AAA,2014J,1799111,77.6,,1,1
AAA,2014J,1818673,86.0,,0,1
AAA,2014J,1839386,40.0,,0,1
AAA,2014J,1926668,61.4,,1,1
AAA,2014J,1947156,77.7,,1,1
AAA,2014J,1967783,64.2,,1,1
AAA,2014J,1975209,65.2,,1,1
AAA,2014J,2010232,83.8,,1,1
AAA,2014J,2045084,72.0,,0,1
AAA,2014J,2057803,63.5,,1,1
AAA,2014J,2085209,87.5,,1,1
AAA,2014J,2086400,70.1,,1,1
AAA,2014J,2148681,72.5,,1,1
AAA,2014J,2158048,86.0,,0,1
AAA,2014J,2158196,57.333333333333336,,0,1
AAA,2014J,2165164,62.2,,1,1
AAA,2014J,2168833,24.0,,0,1
AAA,2014J,2207874,52.4,,0,1
AAA,2014J,2240349,77.2,,1,1
AAA,2014J,2244332,85.5,,1,1
AAA,2014J,2273119,36.0,,0,1
AAA,2014J,2277857,64.9,,1,1
AAA,2014J,2297896,64.0,,1,1
AAA,2014J,2318055,76.0,,1,1
AAA,2014J,2330254,70.9,,1,1
AAA,2014J,2355470,53.2,,1,1
AAA,2014J,2363863,80.8,,1,1
AAA,2014J,2369415,79.0,,0,1
AAA,2014J,2375975,71.7,,1,1
AAA,2014J,2397661,49.9,,1,1
AAA,2014J,2398313,71.2,,1,1
AAA,2014J,2404408,47.333333333333336,,0,1
AAA,2014J,2425993,68.0,,1,1
AAA,2014J,2432796,63.4,,1,1
AAA,2014J,2434159,51.9,,1,1
AAA,2014J,2467267,71.7,,1,1
AAA,2014J,2473538,54.5,,1,1
AAA,2014J,2474849,35.0,,0,1
AAA,2014J,2494700,84.1,,1,1
AAA,2014J,2500258,72.9,,1,1
AAA,2014J,2507842,79.0,,0,1
AAA,2014J,2509639,67.0,,1,1
AAA,2014J,2514368,82.9,,1,1
AAA,2014J,2514898,67.6,,1,1
AAA,2014J,2521865,61.7,,1,1
AAA,2014J,2522927,66.8,,1,1
AAA,2014J,2540168,43.2,,0,1
AAA,2014J,2546445,73.0,,0,1
AAA,2014J,2551797,64.2,,1,1
AAA,2014J,2551932,46.666666666666664,,0,1
AAA,2014J,2569324,72.6,,1,1
AAA,2014J,2574990,56.7,,1,1
AAA,2014J,2578676,71.0,,1,1
AAA,2014J,2581477,47.8,,1,1
AAA,2014J,2584873,62.8,,1,1
AAA,2014J,2595841,55.4,,1,1
AAA,2014J,2596621,73.0,,1,1
FFF,2013J,2596621,87.5,,1,1
AAA,2014J,2601889,80.9,,1,1
AAA,2014J,2602338,72.66666666666667,,0,1
AAA,2014J,2624961,62.2,,1,1
AAA,2014J,2633226,54.1,,1,1
AAA,2014J,2642616,57.1,,1,1
AAA,2014J,2642935,83.7,,1,1
AAA,2014J,2648611,78.2,,1,1
AAA,2014J,2649800,66.0,,1,1
AAA,2014J,2654628,72.1,,1,1
AAA,2014J,2677624,70.5,,1,1
AAA,2014J,2680312,79.7,,1,1
AAA,2014J,2688166,56.75,,0,1
AAA,2014J,2690062,58.0,,0,1
AAA,2014J,2692514,78.1,,1,1
AAA,2014J,2694788,32.2,,0,1
AAA,2014J,6516,63.5,,1,1
AAA,2014J,24734,47.5,,1,1
AAA,2014J,26192,86.3,,1,1
AAA,2014J,28061,77.4,,1,1
AAA,2014J,31600,55.5,,1,1
AAA,2014J,46844,66.5,,1,1
AAA,2014J,52765,61.5,,1,1
AAA,2014J,55104,71.3,,1,1
AAA,2014J,58071,74.9,,1,1
AAA,2014J,58316,72.9,,1,1
AAA,2014J,62487,70.6,,1,1
AAA,2014J,63165,52.1,,1,1
AAA,2014J,70011,81.3,,1,1
AAA,2014J,75255,83.0,,1,1
AAA,2014J,79403,58.4,,0,1
AAA,2014J,85092,58.0,,0,1
AAA,2014J,85144,78.8,,1,1
AAA,2014J,85302,71.0,,1,1
AAA,2014J,87431,50.0,,0,1
AAA,2014J,95755,40.666666666666664,,0,1
AAA,2014J,101116,82.9,,1,1
AAA,2014J,107489,80.5,,1,1
AAA,2014J,108872,60.9,,1,1
AAA,2014J,109155,67.2,,1,1
AAA,2014J,117818,56.5,,1,1
AAA,2014J,119902,65.85714285714286,,0,1
AAA,2014J,121349,77.3,,1,1
AAA,2014J,124064,87.6,,1,1
AAA,2014J,125018,64.3,,1,1
AAA,2014J,130034,77.6,,1,1
AAA,2014J,130547,58.0,,1,1
AAA,2014J,130636,59.7,,1,1
AAA,2014J,131390,78.7,,1,1
AAA,2014J,133816,66.0,,1,1
AAA,2014J,133922,77.9,,1,1
AAA,2014J,135471,84.2,,1,1
AAA,2014J,139033,61.7,,1,1
AAA,2014J,141506,75.0,,0,1
AAA,2014J,146503,61.9,,1,1
AAA,2014J,149741,67.2,,1,1
AAA,2014J,149962,68.9,,1,1
AAA,2014J,151587,65.8,,0,1
AAA,2014J,152668,71.0,,0,1
AAA,2014J,158707,73.8,,0,1
AAA,2014J,164944,62.7,,1,1
AAA,2014J,165226,77.0,,0,1
AAA,2014J,167961,76.3,,1,1
AAA,2014J,174024,61.3,,1,1
AAA,2014J,174094,76.0,,1,1
AAA,2014J,174745,66.1,,1,1
AAA,2014J,175447,70.0,,1,1
AAA,2014J,175772,85.0,,0,1
AAA,2014J,183057,66.4,,1,1
AAA,2014J,185350,57.5,,1,1
AAA,2014J,199636,73.8,,1,1
AAA,2014J,199897,69.6,,1,1
AAA,2014J,200804,64.1,,1,1
AAA,2014J,205494,64.0,,1,1
AAA,2014J,228021,82.2,,1,1
AAA,2014J,228383,70.1,,1,1
AAA,2014J,232307,64.9,,1,1
AAA,2014J,235068,59.6,,1,1
AAA,2014J,236875,46.7,,1,1
AAA,2014J,237274,72.2,,1,1
AAA,2014J,243510,42.5,,1,1
AAA,2014J,244246,67.8,,1,1
AAA,2014J,248581,85.0,,1,1
AAA,2014J,252073,47.0,,1,1
AAA,2014J,254625,82.4,,1,1
AAA,2014J,258587,81.1,,1,1
AAA,2014J,260623,69.5,,1,1
AAA,2014J,263251,74.0,,1,1
AAA,2014J,263543,78.8,,1,1
AAA,2014J,263952,89.9,,1,1
AAA,2014J,266524,54.9,,1,1
AAA,2014J,273346,82.1,,1,1
AAA,2014J,274947,49.9,,1,1
AAA,2014J,275674,44.0,,0,1
AAA,2014J,275792,73.6,,1,1
AAA,2014J,277123,44.2,,1,1
AAA,2014J,281077,72.6,,1,1
AAA,2014J,281636,83.1,,1,1
AAA,2014J,285315,86.3,,1,1
AAA,2014J,287040,73.1,,1,1
AAA,2014J,287204,74.4,,1,1
AAA,2014J,287210,72.9,,1,1
AAA,2014J,289449,74.8,,1,1
AAA,2014J,290164,65.0,,1,1
AAA,2014J,292525,84.6,,1,1
AAA,2014J,292775,82.8,,1,1
AAA,2014J,293824,58.7,,1,1
AAA,2014J,294496,80.0,,1,1
AAA,2014J,294655,77.9,,1,1
AAA,2014J,295060,67.7,,1,1
AAA,2014J,295075,63.7,,1,1
AAA,2014J,296424,78.9,,1,1
AAA,2014J,298034,72.4,,1,1
AAA,2014J,298838,80.4,,1,1
AAA,2014J,301967,53.5,,1,1
AAA,2014J,302476,85.7,,1,1
AAA,2014J,303521,80.6,,1,1
AAA,2014J,303985,76.9,,1,1
AAA,2014J,304465,75.1,,1,1
AAA,2014J,306646,52.7,,1,1
AAA,2014J,309142,65.8,,1,1
AAA,2014J,310412,77.1,,1,1
AAA,2014J,311235,64.9,,1,1
AAA,2014J,313937,81.4,,1,1
AAA,2014J,315076,67.3,,1,1
AAA,2014J,315744,82.9,,1,1
AAA,2014J,323370,71.3,,1,1
AAA,2014J,328024,50.9,,1,1
AAA,2014J,329659,47.8,,1,1
AAA,2014J,330594,58.8,,1,1
AAA,2014J,332884,81.9,,1,1
AAA,2014J,334441,40.2,,1,1
AAA,2014J,335247,71.3,,1,1
AAA,2014J,337748,44.0,,0,1
AAA,2014J,338407,72.0,,1,1
AAA,2014J,341876,68.66666666666667,,0,1
AAA,2014J,345440,73.0,,1,1
AAA,2014J,345519,76.7,,1,1
AAA,2014J,346118,72.1,,1,1
AAA,2014J,348275,54.333333333333336,,0,1
AAA,2014J,348807,75.7,,1,1
AAA,2014J,350156,51.3,,1,1
AAA,2014J,350939,69.4,,1,1
AAA,2014J,351336,66.5,,1,1
AAA,2014J,353665,63.9,,1,1
AAA,2014J,354170,56.2,,1,1
AAA,2014J,356170,73.25,,0,1
AAA,2014J,358182,74.3,,1,1
AAA,2014J,364957,61.1,,1,1
AAA,2014J,369834,73.6,,1,1
AAA,2014J,371710,80.2,,1,1
AAA,2014J,373872,65.0,,1,1
AAA,2014J,375260,69.6,,1,1
AAA,2014J,375646,75.2,,1,1
AAA,2014J,377546,83.4,,1,1
AAA,2014J,381642,79.6,,1,1
AAA,2014J,382095,77.0,,1,1
AAA,2014J,383180,69.8,,0,1
AAA,2014J,383600,78.8,,1,1
AAA,2014J,383723,80.3,,1,1
AAA,2014J,384203,76.3,,1,1
AAA,2014J,384725,80.5,,1,1
AAA,2014J,387533,50.666666666666664,,0,1
AAA,2014J,388147,39.666666666666664,,0,1
AAA,2014J,391249,81.6,,1,1
AAA,2014J,396599,53.42857142857143,,0,1
AAA,2014J,396655,42.3,,1,1
AAA,2014J,398171,69.3,,1,1
AAA,2014J,398349,78.6,,1,1
AAA,2014J,400147,60.0,,1,1
AAA,2014J,400682,52.1,,1,1
AAA,2014J,401404,76.7,,1,1
AAA,2014J,402204,72.0,,1,1
AAA,2014J,402727,74.0,,1,1
AAA,2014J,402961,67.9,,1,1
AAA,2014J,404356,75.3,,1,1
AAA,2014J,406671,77.7,,1,1
AAA,2014J,406682,83.8,,1,1
AAA,2014J,409100,79.1,,1,1
AAA,2014J,409703,64.1,,1,1
AAA,2014J,410092,66.7,,1,1
AAA,2014J,411971,72.7,,1,1
AAA,2014J,418731,39.5,,1,1
AAA,2014J,421455,77.2,,1,1
