code_module,code_presentation,id_student,gender,highest_education,age_band,final_result,total_sum_click,avrg_past_grade,exam_grade,completed,weighted
AAA,2013J,240712,2,2,1,1,321,74.2,,1,1
AAA,2013J,240884,2,1,1,1,427,56.4,,1,1
AAA,2013J,241649,2,2,2,1,1892,78.8,,1,1
AAA,2013J,241729,1,2,2,0,1829,59.6,,1,1
AAA,2013J,242793,2,2,2,1,658,79.2,,1,1
AAA,2013J,246834,2,1,2,1,1174,54.8,,1,1
AAA,2013J,256815,2,2,1,1,1481,77.7,,1,1
AAA,2013J,262011,2,1,2,1,1066,72.1,,1,1
AAA,2013J,262934,1,1,2,1,2407,76.0,,1,1
AAA,2013J,268073,2,1,2,0,3210,75.5,,1,1
AAA,2013J,271251,2,1,2,1,3348,76.9,,1,1
AAA,2013J,281022,1,1,1,1,492,73.8,,1,1
AAA,2013J,282821,2,1,2,1,1961,58.8,,1,1
AAA,2013J,286488,2,1,2,1,1046,73.5,,1,1
AAA,2013J,287548,2,1,1,1,483,67.9,,1,1
AAA,2013J,290201,2,1,1,1,1740,69.8,,1,1
AAA,2013J,290757,2,1,1,1,652,74.5,,1,1
AAA,2013J,293699,2,1,1,1,187,46.11111111111112,,0,1
AAA,2013J,294570,2,2,3,1,1775,78.7,,1,1
AAA,2013J,294594,2,1,1,1,865,51.0,,1,1
AAA,2013J,295741,2,1,2,0,709,51.9,,1,1
AAA,2013J,298696,1,2,1,1,514,81.8,,1,1
AAA,2013J,300398,2,1,2,1,1997,78.3,,1,1
AAA,2013J,302302,1,1,1,0,513,58.8,,0,1
AAA,2013J,305152,2,1,1,0,146,64.0,,0,1
AAA,2013J,305386,2,1,1,1,1277,78.1,,1,1
AAA,2013J,306107,2,1,2,1,987,54.9,,1,1
AAA,2013J,306466,2,1,2,1,1220,82.6,,1,1
AAA,2013J,306897,1,1,1,1,2742,60.9,,1,1
AAA,2013J,307061,1,2,1,1,1081,81.3,,1,1
AAA,2013J,307866,2,1,1,1,1476,61.85714285714285,,0,1
AAA,2013J,311917,2,1,3,1,2230,60.4,,1,1
AAA,2013J,312782,2,1,1,1,281,58.5,,1,1
AAA,2013J,318933,1,2,1,1,1281,66.6,,1,1
AAA,2013J,319047,1,1,1,1,6589,78.6,,1,1
AAA,2013J,321942,2,2,3,1,10083,80.2,,1,1
AAA,2013J,324002,2,2,2,1,1901,80.2,,1,1
AAA,2013J,324084,1,1,2,1,1961,57.5,,1,1
AAA,2013J,324282,2,1,1,1,133,64.6,,1,1
AAA,2013J,332789,1,1,2,1,1655,75.1,,1,1
AAA,2013J,333059,2,1,1,1,301,62.6,,1,1
AAA,2013J,333323,2,2,1,1,648,74.2,,1,1
AAA,2013J,334259,1,1,1,0,332,51.66666666666666,,0,1
AAA,2013J,336207,2,1,1,1,1316,67.4,,1,1
AAA,2013J,339972,2,1,1,1,333,47.8,,1,1
AAA,2013J,342972,2,2,1,1,838,61.5,,1,1
AAA,2013J,343446,2,2,2,1,3644,79.6,,1,1
AAA,2013J,344282,2,1,1,0,65,47.4,,1,1
AAA,2013J,345068,2,1,1,1,547,79.5,,1,1
AAA,2013J,346025,2,1,1,1,569,82.4,,1,1
AAA,2013J,350188,2,2,2,1,761,73.4,,1,1
AAA,2013J,357668,2,1,1,0,166,58.6,,0,1
AAA,2013J,365244,1,1,1,1,891,55.6,,1,1
AAA,2013J,366483,2,2,1,1,1465,77.0,,1,1
AAA,2013J,368194,1,1,1,1,437,49.1,,1,1
AAA,2013J,368824,2,2,2,0,292,53.7,,1,1
AAA,2013J,376581,1,1,2,1,2333,73.0,,1,1
AAA,2013J,380953,2,1,1,1,1062,67.0,,1,1
AAA,2013J,383254,2,1,1,1,543,76.3,,1,1
AAA,2013J,386952,2,1,1,1,910,68.8,,1,1
AAA,2013J,388885,2,1,2,1,875,61.9,,1,1
AAA,2013J,392756,2,1,1,0,363,43.5,,1,1
AAA,2013J,392931,1,1,2,1,3003,69.1,,1,1
AAA,2013J,393207,2,1,1,1,876,74.8,,1,1
AAA,2013J,396872,2,2,1,1,996,61.1,,1,1
AAA,2013J,405088,2,1,1,1,1388,77.3,,1,1
AAA,2013J,414117,2,1,1,1,807,76.0,,1,1
AAA,2013J,420087,2,1,1,0,342,75.2,,0,1
AAA,2013J,429958,1,1,1,1,411,58.3,,1,1
AAA,2013J,441018,1,1,1,1,646,61.0,,1,1
AAA,2013J,441888,2,1,1,1,739,70.0,,1,1
AAA,2013J,489455,1,1,1,1,2832,70.0,,1,1
AAA,2013J,495284,2,2,1,1,901,65.0,,1,1
AAA,2013J,498857,2,2,2,1,998,72.6,,1,1
AAA,2013J,508818,2,1,1,1,1129,69.9,,1,1
AAA,2013J,512460,2,2,1,1,521,73.2,,1,1
AAA,2013J,544103,2,2,1,1,2328,81.0,,1,1
AAA,2013J,550383,2,2,1,1,910,73.0,,1,1
AAA,2013J,564450,2,2,1,0,224,58.0,,1,1
AAA,2013J,572652,2,2,1,1,780,73.7,,1,1
AAA,2013J,580389,2,2,1,1,1271,70.6,,1,1
AAA,2013J,581129,2,1,1,0,194,40.0,,0,1
AAA,2013J,588775,2,1,1,1,7067,82.4,,1,1
AAA,2013J,591774,2,3,2,1,605,73.4,,1,1
AAA,2013J,606143,2,3,2,0,406,62.0,,0,1
AAA,2013J,704156,2,2,3,1,3064,66.3,,1,1
AAA,2013J,905042,1,1,2,1,3004,78.0,,1,1
AAA,2013J,949618,1,1,2,1,1357,60.3,,1,1
AAA,2013J,958987,2,2,2,1,1216,77.2,,1,1
AAA,2013J,968578,1,1,2,1,870,73.4,,1,1
AAA,2013J,971027,1,2,2,1,3098,67.2,,1,1
AAA,2013J,978739,2,2,2,1,5988,56.5,,1,1
AAA,2013J,1105478,2,2,3,1,1695,81.2,,1,1
AAA,2013J,1401935,2,1,2,0,240,31.666666666666668,,0,1
AAA,2013J,1402638,1,2,2,1,910,75.0,,1,1
AAA,2013J,1414443,1,1,2,0,1907,59.333333333333336,,0,1
AAA,2013J,1465690,2,2,2,1,3460,80.9,,1,1
AAA,2013J,1488959,2,1,2,1,3493,60.2,,1,1
AAA,2013J,1620151,2,2,2,0,998,75.0,,0,1
AAA,2013J,1640609,2,1,2,1,5061,85.3,,1,1
AAA,2013J,1729319,1,2,2,1,2756,77.5,,1,1
AAA,2013J,1746134,2,1,2,1,1759,84.0,,1,1
AAA,2013J,1765788,2,2,3,1,7057,67.5,,1,1
AAA,2013J,1801229,2,2,2,1,1443,76.7,,1,1
AAA,2013J,1801641,2,1,2,1,459,77.8,,1,1
AAA,2013J,1889511,2,1,2,1,1754,71.2,,1,1
AAA,2013J,1889577,1,1,2,1,931,73.2,,1,1
AAA,2013J,1894188,1,1,1,1,4294,69.7,,1,1
AAA,2013J,1938355,2,1,2,1,1992,71.2,,1,1
AAA,2013J,2011876,1,1,1,1,1401,75.6,,1,1
AAA,2013J,2062879,1,1,1,0,2386,62.1,,1,1
AAA,2013J,2080474,1,1,2,1,1146,67.2,,1,1
AAA,2013J,2083877,1,1,1,1,685,68.1,,1,1
AAA,2013J,2146792,2,2,3,1,2385,70.0,,1,1
AAA,2013J,2153153,1,1,1,1,3385,61.8,,1,1
AAA,2013J,2164705,1,1,1,0,231,70.0,,0,1
AAA,2013J,2171627,1,1,2,1,1346,68.4,,1,1
AAA,2013J,2182846,1,1,2,1,4214,66.3,,1,1
AAA,2013J,2194100,1,1,2,1,1401,67.3,,1,1
AAA,2013J,2197016,1,2,2,1,1455,75.7,,1,1
AAA,2013J,2208424,2,1,1,1,1080,69.9,,1,1
AAA,2013J,2229865,1,1,2,1,3236,77.1,,1,1
AAA,2013J,2268379,1,1,1,1,1685,83.6,,1,1
AAA,2013J,2293923,2,1,1,1,303,60.5,,1,1
AAA,2013J,2344901,1,1,1,0,445,49.285714285714285,,0,1
AAA,2013J,2358056,1,2,1,0,1588,69.8,,1,1
AAA,2013J,2364471,1,2,1,1,7182,81.6,,1,1
AAA,2013J,2367155,1,1,1,1,2148,75.7,,1,1
AAA,2013J,2376496,1,1,1,1,749,75.5,,1,1
AAA,2013J,2411661,1,1,1,0,574,45.3,,1,1
AAA,2013J,2412967,1,1,2,1,2458,77.5,,1,1
AAA,2013J,2437837,1,1,1,1,2684,74.9,,1,1
AAA,2013J,2449878,1,1,1,1,622,60.5,,1,1
AAA,2013J,2460080,2,2,3,1,3424,77.1,,1,1
AAA,2013J,2461190,2,2,3,0,967,54.0,,0,1
AAA,2013J,2479954,2,1,1,1,323,79.7,,1,1
AAA,2013J,2486127,1,2,1,1,1690,74.4,,1,1
AAA,2013J,2516503,2,2,2,1,3070,79.2,,1,1
AAA,2013J,2518069,2,1,1,1,1617,76.7,,1,1
AAA,2013J,2523736,2,1,3,1,470,62.285714285714285,,0,1
AAA,2013J,2529279,1,2,2,1,1189,78.8,,1,1
AAA,2013J,2532302,1,1,1,1,1216,60.3,,1,1
AAA,2013J,2550279,1,2,2,1,2809,62.8,,1,1
AAA,2013J,2555340,1,2,2,1,4441,79.2,,1,1
AAA,2013J,2557283,2,2,3,1,7262,81.6,,1,1
AAA,2013J,2562034,2,1,1,1,248,65.4,,1,1
AAA,2013J,2566163,1,1,1,1,1591,70.9,,1,1
AAA,2013J,2566592,1,1,2,1,1359,71.8,,1,1
AAA,2013J,2574528,2,2,2,1,988,77.3,,1,1
AAA,2013J,2578995,1,1,1,1,1326,80.1,,1,1
AAA,2013J,2594139,1,1,1,1,1868,73.5,,1,1
AAA,2013J,2598871,1,1,2,1,2049,74.0,,1,1
AAA,2013J,2599352,1,1,1,1,1160,75.7,,1,1
AAA,2013J,2600688,2,1,1,1,582,70.1,,1,1
AAA,2013J,2606098,1,1,1,1,491,72.2,,1,1
AAA,2013J,2617002,1,1,1,1,1473,65.2,,1,1
AAA,2013J,2639449,2,1,1,1,797,52.625,,0,1
AAA,2013J,2639540,1,1,2,1,1964,79.9,,1,1
AAA,2013J,2643002,1,1,2,1,2434,48.8,,1,1
AAA,2013J,2645733,1,1,1,1,1596,81.2,,1,1
AAA,2013J,2650282,2,1,2,1,641,84.3,,1,1
AAA,2013J,2664024,2,2,2,1,808,66.2,,1,1
AAA,2013J,2666246,2,1,1,1,612,76.2,,1,1
AAA,2013J,2669816,2,1,1,0,280,54.0,,1,1
AAA,2013J,2671132,2,2,3,1,3720,69.8,,1,1
AAA,2013J,2676809,1,2,1,0,309,42.8,,0,1
AAA,2013J,2678643,1,1,1,1,2287,69.7,,1,1
AAA,2013J,2688067,2,1,1,1,289,68.4,,1,1
AAA,2013J,2691244,2,1,2,1,472,58.66666666666666,,0,1
AAA,2013J,2694424,2,1,2,1,4218,76.5,,1,1
AAA,2014J,6516,2,2,3,1,2791,63.5,,1,1
AAA,2014J,31600,1,1,1,1,429,55.5,,1,1
AAA,2014J,46844,2,2,2,1,340,66.5,,1,1
AAA,2014J,55104,1,1,1,1,1480,71.3,,1,1
AAA,2014J,58071,2,2,3,1,3648,74.9,,1,1
AAA,2014J,58316,1,1,1,1,1295,72.9,,1,1
AAA,2014J,62487,1,1,1,1,683,70.6,,1,1
AAA,2014J,63165,2,1,2,1,912,52.1,,1,1
AAA,2014J,65002,1,1,1,0,5,67.33333333333333,,0,1
AAA,2014J,70011,1,2,1,1,6396,81.3,,1,1
AAA,2014J,75255,2,1,1,1,950,83.0,,1,1
AAA,2014J,85144,2,1,2,1,656,78.8,,1,1
AAA,2014J,107489,1,2,1,1,3722,80.5,,1,1
AAA,2014J,108872,2,2,3,1,1377,60.9,,1,1
AAA,2014J,109155,1,2,1,1,3019,67.2,,1,1
AAA,2014J,117818,1,1,2,1,1695,56.5,,1,1
AAA,2014J,121349,1,1,2,1,2259,77.3,,1,1
AAA,2014J,125018,2,2,2,1,2195,64.3,,1,1
AAA,2014J,130034,1,1,2,1,1831,77.6,,1,1
AAA,2014J,130547,1,1,2,1,1252,58.0,,1,1
AAA,2014J,130636,2,1,1,1,332,59.7,,1,1
AAA,2014J,131390,2,1,2,1,157,78.7,,1,1
AAA,2014J,133816,1,1,2,1,4000,66.0,,1,1
AAA,2014J,139033,2,1,2,0,790,61.7,,1,1
AAA,2014J,141377,2,1,1,1,613,47.0,,1,1
AAA,2014J,141506,2,1,2,0,415,75.0,,0,1
AAA,2014J,148993,1,1,2,1,1948,84.0,,1,1
AAA,2014J,149741,1,1,2,1,2342,67.2,,1,1
AAA,2014J,149962,2,1,1,1,141,68.9,,1,1
AAA,2014J,164944,1,1,1,1,1300,62.7,,1,1
AAA,2014J,165226,1,1,1,0,1062,77.0,,0,1
AAA,2014J,167961,2,2,3,1,2129,76.3,,1,1
AAA,2014J,174024,2,1,2,1,812,61.3,,1,1
AAA,2014J,174745,1,1,2,1,1610,66.1,,1,1
AAA,2014J,175447,2,1,2,1,3779,70.0,,1,1
AAA,2014J,188278,2,1,2,1,3063,69.6,,1,1
AAA,2014J,199636,2,1,2,1,1836,73.8,,1,1
AAA,2014J,199897,2,2,2,1,2135,69.6,,1,1
AAA,2014J,200804,2,1,1,1,930,64.1,,1,1
AAA,2014J,205494,2,2,2,1,1114,64.0,,1,1
AAA,2014J,228383,2,2,1,1,2386,70.1,,1,1
AAA,2014J,235507,2,1,1,1,1067,56.3,,1,1
AAA,2014J,236875,2,1,1,1,201,46.7,,1,1
AAA,2014J,237274,2,1,1,1,2025,72.2,,1,1
AAA,2014J,244246,1,1,1,1,1365,67.8,,1,1
AAA,2014J,252073,1,1,2,1,865,47.0,,1,1
AAA,2014J,263251,2,1,2,1,2485,74.0,,1,1
AAA,2014J,266524,1,1,1,1,359,54.9,,1,1
AAA,2014J,275792,1,2,1,1,605,73.6,,1,1
AAA,2014J,277123,1,1,2,0,537,44.2,,1,1
AAA,2014J,281077,1,2,1,1,895,72.6,,1,1
AAA,2014J,281636,1,1,1,1,2682,83.1,,1,1
AAA,2014J,285315,2,2,1,1,1157,86.3,,1,1
AAA,2014J,287040,1,1,2,1,2267,73.1,,1,1
AAA,2014J,287204,2,1,1,1,1845,74.4,,1,1
AAA,2014J,287210,2,1,2,1,3275,72.9,,1,1
AAA,2014J,289449,2,2,2,1,1336,74.8,,1,1
AAA,2014J,290164,1,2,2,1,5805,65.0,,1,1
AAA,2014J,292525,2,1,1,1,311,84.6,,1,1
AAA,2014J,292775,2,1,1,1,1859,82.8,,1,1
AAA,2014J,293824,1,1,2,1,7901,58.7,,1,1
AAA,2014J,294496,2,1,2,1,1422,80.0,,1,1
AAA,2014J,294655,2,1,2,0,2219,77.9,,1,1
AAA,2014J,295060,2,1,1,0,1097,67.7,,1,1
AAA,2014J,295075,2,2,3,1,1642,63.7,,1,1
AAA,2014J,296424,2,1,2,1,1695,78.9,,1,1
AAA,2014J,298034,2,1,2,0,1681,72.4,,1,1
AAA,2014J,298838,1,1,1,1,1604,80.4,,1,1
AAA,2014J,301967,2,1,1,1,193,53.5,,1,1
AAA,2014J,303521,1,1,2,1,7163,80.6,,1,1
AAA,2014J,303985,1,2,1,1,381,76.9,,1,1
AAA,2014J,304465,1,1,1,1,3553,75.1,,1,1
AAA,2014J,306646,2,1,1,1,144,52.7,,1,1
AAA,2014J,309142,1,1,2,1,560,65.8,,1,1
AAA,2014J,310412,1,1,2,1,2339,77.1,,1,1
AAA,2014J,311235,2,1,2,1,1168,64.9,,1,1
AAA,2014J,313937,2,2,2,1,6965,81.4,,1,1
AAA,2014J,315076,2,1,1,1,1435,67.3,,1,1
AAA,2014J,323370,1,1,1,1,2141,71.3,,1,1
AAA,2014J,328024,2,1,2,1,2444,50.9,,1,1
AAA,2014J,329659,1,1,1,0,487,47.8,,1,1
AAA,2014J,332884,2,1,1,1,1648,81.9,,1,1
AAA,2014J,334441,2,2,1,0,283,40.2,,1,1
AAA,2014J,335247,2,1,1,1,604,71.3,,1,1
AAA,2014J,335764,1,1,1,1,1642,87.6,,1,1
AAA,2014J,338407,2,1,2,1,270,72.0,,1,1
AAA,2014J,342007,1,2,1,1,2298,83.9,,1,1
AAA,2014J,345440,2,2,1,1,165,73.0,,1,1
AAA,2014J,345519,1,1,1,1,1141,76.7,,1,1
AAA,2014J,346118,1,1,2,1,700,72.1,,1,1
AAA,2014J,348807,2,1,2,1,425,75.7,,1,1
AAA,2014J,350156,2,1,1,1,560,51.3,,1,1
AAA,2014J,351336,1,1,1,1,944,66.5,,1,1
AAA,2014J,353665,2,1,2,1,398,63.9,,1,1
AAA,2014J,354170,1,1,1,0,945,56.2,,1,1
AAA,2014J,356170,2,2,1,1,768,73.25,,0,1
AAA,2014J,364957,1,2,2,1,1638,61.1,,1,1
AAA,2014J,371710,2,2,1,1,2960,80.2,,1,1
AAA,2014J,373872,1,1,1,1,1528,65.0,,1,1
AAA,2014J,375260,2,2,1,1,829,69.6,,1,1
AAA,2014J,375646,2,1,1,1,606,75.2,,1,1
AAA,2014J,383600,2,1,1,1,725,78.8,,1,1
AAA,2014J,383723,2,2,3,1,7532,80.3,,1,1
AAA,2014J,384203,2,2,1,1,5184,76.3,,1,1
AAA,2014J,387533,2,2,2,0,1096,50.66666666666666,,0,1
AAA,2014J,388147,1,1,2,0,441,39.66666666666666,,0,1
AAA,2014J,390890,2,1,1,1,358,68.2,,1,1
AAA,2014J,398171,1,1,1,1,1337,69.3,,1,1
AAA,2014J,398349,1,2,1,1,4295,78.6,,1,1
AAA,2014J,400682,1,1,1,1,1584,52.1,,1,1
AAA,2014J,401404,2,1,1,1,1326,76.7,,1,1
AAA,2014J,402204,2,1,2,1,751,72.0,,1,1
AAA,2014J,402727,1,1,1,1,414,74.0,,1,1
AAA,2014J,404356,1,1,1,1,2076,75.3,,1,1
AAA,2014J,406671,2,1,2,1,405,77.7,,1,1
AAA,2014J,409100,2,2,2,1,2180,79.1,,1,1
AAA,2014J,409703,2,1,1,1,2808,64.1,,1,1
AAA,2014J,410092,1,1,2,1,339,66.7,,1,1
AAA,2014J,411971,2,1,1,1,1318,72.7,,1,1
AAA,2014J,415969,2,2,2,0,58,58.2,,0,1
AAA,2014J,418731,2,1,1,0,127,39.5,,1,1
AAA,2014J,421455,1,1,1,1,1472,77.2,,1,1
AAA,2014J,424577,2,2,1,1,2196,57.2,,1,1
AAA,2014J,431025,2,1,1,0,300,54.8,,1,1
AAA,2014J,439305,2,1,2,1,613,70.5,,1,1
AAA,2014J,442064,1,2,1,1,402,52.0,,1,1
AAA,2014J,442132,2,2,1,1,176,67.5,,1,1
AAA,2014J,446108,2,1,1,1,879,57.1,,1,1
AAA,2014J,447481,2,1,1,1,767,55.5,,1,1
AAA,2014J,470982,1,2,2,1,1528,62.1,,1,1
AAA,2014J,481022,2,1,1,0,79,50.8,,0,1
AAA,2014J,483800,1,1,1,1,1368,71.0,,1,1
AAA,2014J,484897,1,1,1,1,711,61.1,,1,1
AAA,2014J,485962,1,2,1,1,1034,80.9,,1,1
AAA,2014J,488990,2,1,2,1,710,54.3,,1,1
AAA,2014J,500113,2,1,1,1,473,76.4,,1,1
AAA,2014J,503889,1,1,1,1,1901,69.5,,1,1
AAA,2014J,518808,1,2,1,1,1443,74.1,,1,1
AAA,2014J,533068,2,2,1,1,398,60.4,,1,1
AAA,2014J,537081,1,2,1,0,871,61.4,,1,1
AAA,2014J,544253,2,1,2,1,2270,73.1,,1,1
AAA,2014J,548120,2,2,1,1,804,73.7,,1,1
AAA,2014J,570317,2,1,1,1,1027,75.4,,1,1
AAA,2014J,574505,1,2,1,1,850,41.7,,1,1
AAA,2014J,588477,2,2,1,1,5183,75.0,,1,1
AAA,2014J,593987,1,2,2,0,1667,72.5,,1,1
AAA,2014J,596288,1,2,1,1,375,76.7,,1,1
AAA,2014J,603834,1,2,1,1,341,61.4,,1,1
AAA,2014J,623840,2,1,1,1,2370,79.5,,1,1
AAA,2014J,626240,2,2,1,1,588,56.3,,1,1
AAA,2014J,637665,1,2,1,1,2983,49.8,,1,1
AAA,2014J,639053,2,1,1,1,195,65.9,,1,1
AAA,2014J,677186,2,2,1,1,636,57.3,,1,1
AAA,2014J,684180,2,2,1,1,171,62.7,,1,1
AAA,2014J,687698,2,2,1,1,174,54.3,,1,1
AAA,2014J,852847,2,1,3,0,181,32.0,,0,1
AAA,2014J,998493,1,1,3,1,10464,67.6,,1,1
AAA,2014J,1112555,1,1,2,1,2404,66.6,,1,1
AAA,2014J,1268696,2,2,2,1,326,61.2,,1,1
AAA,2014J,1352868,2,1,2,1,1091,67.2,,1,1
AAA,2014J,1471214,2,1,2,1,1161,71.4,,1,1
AAA,2014J,1484804,1,1,2,1,1454,66.8,,1,1
AAA,2014J,1511033,2,1,2,1,679,75.3,,1,1
AAA,2014J,1609002,1,1,2,1,1025,79.8,,1,1
AAA,2014J,1715896,2,1,2,1,5314,77.8,,1,1
AAA,2014J,1757766,1,1,2,1,3301,70.9,,1,1
AAA,2014J,1773377,2,1,2,1,711,74.4,,1,1
AAA,2014J,1799111,2,1,2,1,1174,77.6,,1,1
AAA,2014J,1818673,1,2,2,0,336,86.0,,0,1
AAA,2014J,1947156,1,1,2,1,2074,77.7,,1,1
AAA,2014J,1967783,1,1,2,1,2171,64.2,,1,1
AAA,2014J,2010232,1,1,1,1,4127,83.8,,1,1
AAA,2014J,2045084,2,2,2,0,326,72.0,,0,1
AAA,2014J,2085209,1,2,2,1,7427,87.5,,1,1
AAA,2014J,2086400,2,1,2,1,3501,70.1,,1,1
AAA,2014J,2139353,2,1,2,1,1126,66.9,,1,1
AAA,2014J,2277857,1,1,2,1,2672,64.9,,1,1
AAA,2014J,2297896,1,1,2,1,566,64.0,,1,1
AAA,2014J,2318055,2,1,2,1,1726,76.0,,1,1
AAA,2014J,2355470,2,1,2,1,216,53.2,,1,1
AAA,2014J,2358969,1,1,1,1,1733,70.3,,1,1
AAA,2014J,2369415,2,1,2,1,729,79.0,,0,1
AAA,2014J,2375975,1,1,2,1,4298,71.7,,1,1
AAA,2014J,2425993,2,2,1,1,737,68.0,,1,1
AAA,2014J,2432796,1,2,2,1,963,63.4,,1,1
AAA,2014J,2434159,2,1,1,1,172,51.9,,1,1
AAA,2014J,2436812,1,1,1,0,577,43.0,,0,1
AAA,2014J,2467267,2,2,1,1,90,71.7,,1,1
AAA,2014J,2470694,1,2,3,0,939,67.0,,0,1
AAA,2014J,2473538,1,1,2,1,1473,54.5,,1,1
AAA,2014J,2494700,2,2,1,1,3527,84.1,,1,1
AAA,2014J,2500258,1,1,1,1,2403,72.9,,1,1
AAA,2014J,2509639,2,1,1,1,1227,67.0,,1,1
AAA,2014J,2521865,1,1,2,1,3945,61.7,,1,1
AAA,2014J,2522927,1,1,2,1,4477,66.8,,1,1
AAA,2014J,2551797,1,1,1,1,694,64.2,,1,1
AAA,2014J,2569324,2,1,1,1,467,72.6,,1,1
AAA,2014J,2574990,1,2,2,0,1855,56.7,,1,1
AAA,2014J,2576122,2,1,2,0,11,64.0,,0,1
AAA,2014J,2584873,1,1,1,1,1443,62.8,,1,1
AAA,2014J,2596621,2,1,3,1,7649,73.0,,1,1
AAA,2014J,2601889,2,2,2,1,2473,80.9,,1,1
AAA,2014J,2606802,2,1,1,0,306,,,0,1
AAA,2014J,2624961,1,1,1,0,365,62.2,,1,1
AAA,2014J,2633226,2,1,2,1,1044,54.1,,1,1
AAA,2014J,2642616,1,1,2,1,1803,57.1,,1,1
AAA,2014J,2648611,1,1,2,1,1513,78.2,,1,1
AAA,2014J,2677624,2,1,2,1,1158,70.5,,1,1
AAA,2014J,2680312,2,2,3,1,4966,79.7,,1,1
AAA,2014J,2694788,1,1,2,0,100,32.2,,0,1
BBB,2013B,31663,2,1,2,1,5906,63.92,,1,1
BBB,2013B,34229,1,1,2,1,706,80.33333333333333,,0,1
BBB,2013B,34353,2,1,2,0,391,80.15853658536585,,0,1
BBB,2013B,34863,1,1,1,1,198,63.22,,1,1
