code_module,code_presentation,id_student,total_sum_click
AAA,2013J,2486127,1690
AAA,2013J,2552472,519
AAA,2013J,229179,614
AAA,2013J,332789,1655
AAA,2013J,345357,2219
AAA,2013J,240884,427
AAA,2013J,142326,2121
AAA,2013J,305386,1277
AAA,2013J,311917,2230
AAA,2013J,195262,1905
AAA,2013J,11391,934
AAA,2013J,74372,116
AAA,2013J,1763015,420
AAA,2013J,2339528,593
AAA,2013J,2065691,1430
AAA,2013J,2208424,1080
AAA,2013J,2613116,1181
AAA,2013J,2620584,92
AAA,2013J,2669816,280
AAA,2013J,2566163,1591
AAA,2013J,2562034,248
AAA,2013J,2645733,1596
AAA,2013J,2650282,641
AAA,2013J,580389,1271
AAA,2013J,345068,547
AAA,2013J,52130,1894
AAA,2013J,606143,406
AAA,2013J,102952,1150
AAA,2013J,268073,3210
AAA,2013J,183947,964
AAA,2013J,339972,333
AAA,2013J,368824,292
AAA,2013J,366483,1465
AAA,2013J,2073016,849
AAA,2014J,2073016,173
AAA,2013J,498857,998
AAA,2013J,2461190,967
AAA,2013J,268733,188
AAA,2014J,268733,3
AAA,2013J,2344901,445
AAA,2013J,205719,333
AAA,2013J,293699,187
AAA,2013J,228222,445
AAA,2013J,168936,745
AAA,2013J,116541,1886
AAA,2013J,294594,865
AAA,2013J,495284,901
AAA,2013J,420087,342
AAA,2013J,1618738,723
AAA,2013J,2429854,655
AAA,2014J,2429854,298
AAA,2013J,306107,987
AAA,2013J,344282,65
AAA,2013J,357668,166
AAA,2013J,2329342,565
AAA,2013J,386924,164
AAA,2013J,429958,411
AAA,2013J,135400,287
AAA,2014J,135400,323
AAA,2013J,151358,270
AAA,2013J,376581,2333
AAA,2013J,141377,143
AAA,2014J,141377,613
AAA,2013J,2153153,3385
AAA,2013J,581129,194
AAA,2013J,346843,164
AAA,2013J,568601,488
AAA,2013J,106247,465
AAA,2013J,236284,732
AAA,2013J,1472925,939
AAA,2014J,1472925,523
AAA,2013J,341872,201
AAA,2014J,588477,5183
AAA,2014J,569505,4225
AAA,2014J,570317,1027
AAA,2014J,593846,934
AAA,2014J,593987,1667
AAA,2014J,369834,1265
AAA,2014J,358182,1901
AAA,2014J,350156,560
AAA,2014J,351336,944
AAA,2014J,350939,1427
AAA,2014J,353665,398
AAA,2014J,354170,945
AAA,2014J,381642,1290
AAA,2014J,375260,829
AAA,2014J,315744,4574
AAA,2014J,323370,2141
AAA,2014J,328024,2444
AAA,2014J,346118,700
AAA,2014J,345519,1141
AAA,2014J,332884,1648
AAA,2014J,58071,3648
AAA,2014J,58316,1295
AAA,2014J,101116,1769
AAA,2014J,28061,1590
AAA,2014J,55104,1480
AAA,2014J,75255,950
AAA,2014J,85302,2280
AAA,2014J,135471,2291
AAA,2014J,133922,574
AAA,2014J,141506,415
AAA,2014J,146503,368
AAA,2014J,130636,332
AAA,2014J,130034,1831
AAA,2014J,130547,1252
AAA,2014J,131390,157
AAA,2014J,151587,166
AAA,2014J,149741,2342
AAA,2014J,152668,765
AAA,2014J,107489,3722
AAA,2014J,109155,3019
AAA,2014J,108872,1377
AAA,2014J,258587,6609
AAA,2014J,254625,1987
AAA,2014J,260623,1178
AAA,2014J,273346,2080
AAA,2014J,237274,2025
AAA,2014J,244246,1365
AAA,2014J,248581,2883
AAA,2014J,263543,1594
AAA,2014J,266524,359
AAA,2014J,232307,702
AAA,2014J,235068,2811
AAA,2014J,205494,1114
AAA,2014J,167961,2129
AAA,2014J,158707,4746
AAA,2014J,228021,4028
AAA,2014J,174094,4841
AAA,2014J,174745,1610
AAA,2014J,175772,3018
AAA,2014J,175447,3779
AAA,2014J,304465,3553
AAA,2014J,302476,1766
AAA,2014J,303521,7163
AAA,2014J,296424,1695
AAA,2014J,295060,1097
AAA,2014J,275792,605
AAA,2014J,275674,2090
AAA,2014J,287210,3275
AAA,2014J,287040,2267
AAA,2014J,290164,5805
AAA,2014J,313937,6965
AAA,2014J,292775,1859
AAA,2014J,293824,7901
AAA,2014J,281077,895
AAA,2014J,281636,2682
AAA,2014J,608440,187
AAA,2014J,626240,588
AAA,2014J,1715896,5314
AAA,2014J,1686551,647
AAA,2014J,1689639,1882
AAA,2014J,1947156,2074
AAA,2014J,1926668,2094
AAA,2014J,1773377,711
AAA,2014J,2057803,3418
AAA,2014J,2085209,7427
AAA,2014J,2045084,326
AAA,2014J,2086400,3501
AAA,2014J,2165164,1621
AAA,2014J,2630087,90
AAA,2014J,2633226,1044
AAA,2014J,2601889,2473
AAA,2014J,2551797,694
AAA,2014J,2546445,2372
AAA,2014J,2692514,6661
AAA,2014J,2578676,1260
AAA,2014J,2595841,969
AAA,2014J,2581477,5956
AAA,2014J,2584873,1443
AAA,2014J,2648611,1513
AAA,2014J,2649800,1249
AAA,2014J,2642616,1803
AAA,2014J,2642935,4385
AAA,2014J,2654628,1368
AAA,2014J,2363863,4481
AAA,2014J,2375975,4298
AAA,2014J,2369415,729
AAA,2014J,2244332,13879
AAA,2014J,2277857,2672
AAA,2014J,2330254,2867
AAA,2014J,2318055,1726
AAA,2014J,2313257,28
AAA,2014J,2240349,3109
AAA,2014J,2398313,3219
AAA,2014J,2436812,577
AAA,2014J,2434159,172
AAA,2014J,2540168,919
AAA,2014J,2494700,3527
AAA,2014J,2514898,1828
AAA,2014J,2522927,4477
AAA,2014J,1484804,1454
AAA,2014J,1398979,5071
AAA,2014J,1576513,15716
AAA,2014J,1112555,2404
AAA,2014J,1268696,326
AAA,2014J,1511033,679
AAA,2014J,998493,10464
AAA,2014J,1045203,3533
AAA,2014J,384203,5184
AAA,2014J,384725,4677
AAA,2014J,387533,1096
AAA,2014J,383180,657
AAA,2014J,382095,2392
AAA,2014J,383723,7532
AAA,2014J,402727,414
AAA,2014J,400682,1584
AAA,2014J,401404,1326
AAA,2014J,402204,751
AAA,2014J,396599,1039
AAA,2014J,402961,4555
AAA,2014J,404356,2076
AAA,2014J,406682,2752
AAA,2014J,398171,1337
AAA,2014J,421455,1472
AAA,2014J,424577,2196
AAA,2014J,409100,2180
AAA,2014J,470982,1528
AAA,2014J,483800,1368
AAA,2014J,439305,613
AAA,2014J,488990,710
AAA,2014J,485962,1034
AAA,2014J,484897,711
AAA,2014J,637665,2983
AAA,2014J,676546,321
AAA,2014J,544253,2270
AAA,2014J,548120,804
AAA,2014J,561467,453
AAA,2014J,527100,914
AAA,2014J,527801,607
AAA,2014J,533068,398
AAA,2014J,623840,2370
AAA,2014J,298838,1604
AAA,2014J,311235,1168
AAA,2014J,63165,912
AAA,2014J,62487,683
AAA,2014J,31600,429
AAA,2014J,6516,2791
AAA,2014J,46844,340
AAA,2014J,334441,283
AAA,2014J,337748,93
AAA,2014J,341876,1784
AAA,2014J,329659,487
AAA,2014J,164944,1300
AAA,2014J,200804,930
AAA,2014J,183057,833
AAA,2014J,117818,1695
AAA,2014J,263952,1444
AAA,2014J,648130,447
AAA,2014J,1676594,177
AAA,2014J,2148681,2346
AAA,2014J,1757766,3301
AAA,2014J,1975209,2754
AAA,2014J,852847,181
AAA,2014J,2473538,1473
AAA,2014J,2694788,100
AAA,2014J,2355470,216
AAA,2014J,476603,1365
AAA,2014J,391249,2648
AAA,2014J,406671,405
AAA,2014J,468694,473
AAA,2014J,503889,1901
AAA,2014J,514526,45
AAA,2014J,2596621,7649
FFF,2013J,2596621,5700
AAA,2014J,2521865,3945
AAA,2014J,289449,1336
AAA,2014J,294496,1422
AAA,2014J,335247,604
AAA,2014J,677186,636
AAA,2014J,185350,236
AAA,2014J,309142,560
AAA,2014J,274947,251
AAA,2014J,52765,4938
AAA,2014J,124064,2042
AAA,2014J,1609002,1025
AAA,2014J,2551932,539
AAA,2014J,2690062,257
AAA,2014J,2273119,105
AAA,2014J,2297896,566
AAA,2014J,2514368,377
AAA,2014J,1183831,2818
AAA,2014J,1839386,207
AAA,2014J,468120,116
AAA,2014J,446108,879
AAA,2014J,398349,4295
AAA,2014J,684180,171
AAA,2014J,228383,2386
AAA,2014J,174024,812
AAA,2014J,199636,1836
AAA,2014J,377546,1660
AAA,2014J,371710,2960
AAA,2014J,345440,165
AAA,2014J,364957,1638
AAA,2014J,295075,1642
AAA,2014J,287204,1845
AAA,2014J,95755,381
AAA,2014J,87431,802
AAA,2014J,642878,578
AAA,2014J,696578,1667
AAA,2014J,2677624,1158
AAA,2014J,396655,462
AAA,2014J,522482,212
AAA,2014J,574505,850
AAA,2014J,24734,499
AAA,2014J,79403,1782
AAA,2014J,301967,193
AAA,2014J,263251,2485
AAA,2014J,409703,2808
AAA,2014J,348807,425
AAA,2014J,85144,656
AAA,2014J,149962,141
AAA,2014J,1818673,336
AAA,2014J,2509639,1227
AAA,2014J,628088,519
AAA,2014J,285315,1157
AAA,2014J,277123,537
AAA,2014J,165226,1062
AAA,2014J,111512,439
AAA,2014J,119902,2590
AAA,2014J,2158196,544
AAA,2014J,2432796,963
AAA,2014J,2574990,1855
AAA,2014J,410092,339
AAA,2014J,481022,79
AAA,2014J,388147,441
AAA,2014J,387954,532
AAA,2014J,1967783,2171
AAA,2014J,1629771,522
AAA,2014J,2624961,365
AAA,2014J,133816,4000
AAA,2014J,315076,1435
AAA,2014J,26192,2223
AAA,2014J,2404408,802
AAA,2014J,2397661,1657
AAA,2014J,2500258,2403
AAA,2014J,292525,311
AAA,2014J,294655,2219
AAA,2014J,70011,6396
AAA,2014J,338407,270
AAA,2014J,330594,1043
AAA,2014J,85092,665
AAA,2014J,677281,126
AAA,2014J,696073,2168
AAA,2014J,125018,2195
AAA,2014J,348275,545
AAA,2014J,236875,201
AAA,2014J,447481,767
AAA,2014J,442132,176
AAA,2014J,243510,549
AAA,2014J,1721270,730
AAA,2014J,2507842,1204
AAA,2014J,440319,676
AAA,2014J,442064,402
AAA,2014J,518808,1443
AAA,2014J,400147,338
AAA,2014J,139033,790
AAA,2014J,1336190,1021
AAA,2014J,2158048,851
AAA,2014J,2010232,4127
AAA,2014J,2680312,4966
AAA,2014J,2606802,306
AAA,2014J,1799111,1174
AAA,2014J,596288,375
AAA,2014J,288994,134
AAA,2014J,310412,2339
AAA,2014J,298034,1681
AAA,2014J,252073,865
AAA,2014J,603834,341
AAA,2014J,500113,473
AAA,2014J,411971,1318
AAA,2014J,429858,232
AAA,2014J,431025,300
AAA,2014J,373872,1528
AAA,2014J,598070,3
AAA,2014J,639053,195
AAA,2014J,2425993,737
AAA,2014J,537081,871
AAA,2014J,2474849,142
AAA,2014J,2688166,680
AAA,2014J,687698,174
AAA,2014J,628312,77
AAA,2014J,121349,2259
AAA,2014J,375646,606
AAA,2014J,306646,144
AAA,2014J,1471214,1161
AAA,2014J,199897,2135
AAA,2014J,303985,381
AAA,2014J,383600,725
AAA,2014J,356170,768
AAA,2014J,630142,455
AAA,2014J,2467267,90
AAA,2014J,311659,112
AAA,2014J,2602338,816
AAA,2014J,2207874,265
AAA,2014J,418731,127
AAA,2014J,2168833,20
BBB,2013B,333129,354
BBB,2013B,334291,700
BBB,2013B,322960,396
BBB,2013B,324236,4580
BBB,2013J,324236,215
BBB,2013B,319209,568
BBB,2013B,331354,425
BBB,2013B,329226,465
BBB,2013B,329800,783
BBB,2013B,315186,787
BBB,2013B,316841,2396
BBB,2013B,318101,379
BBB,2013B,341040,134
BBB,2013B,133748,408
BBB,2013B,123860,1292
BBB,2013B,153704,415
BBB,2013J,153704,165
BBB,2013B,108377,2399
BBB,2013B,108589,411
BBB,2013B,116603,1179
BBB,2013B,263499,6663
BBB,2013B,235097,877
BBB,2014B,235097,124
BBB,2013B,232695,1274
BBB,2013B,255347,1729
BBB,2013B,270567,793
BBB,2013B,270399,22
BBB,2013B,269076,585
BBB,2013B,267761,653
BBB,2013B,237913,1316
BBB,2014J,237913,2224
BBB,2013B,253250,1162
BBB,2013B,247267,559
BBB,2013B,242149,328
BBB,2013J,242149,44
BBB,2013B,354895,519
BBB,2013B,377846,4736
BBB,2013B,374234,1200
BBB,2013B,374102,276
BBB,2013B,365707,1944
BBB,2013B,367609,1816
BBB,2013B,353093,4145
BBB,2013B,349040,1156
BBB,2013B,351271,911
BBB,2013B,360489,237
BBB,2013B,363660,3713
BBB,2013B,361603,940
BBB,2013B,360188,1429
BBB,2013B,371679,560
DDD,2013J,371679,228
BBB,2013B,200905,2514
BBB,2013B,198956,3262
BBB,2013B,203481,1136
BBB,2013B,165243,1111
BBB,2013B,169515,212
BBB,2013B,170356,439
BBB,2013B,177639,77
BBB,2013B,179605,167
BBB,2013B,226374,379
BBB,2013B,226827,1433
BBB,2013B,188152,1314
BBB,2013B,186670,232
BBB,2013B,182824,239
BBB,2013B,185349,4702
BBB,2013B,193822,2124
BBB,2013B,192424,852
BBB,2013B,154540,417
BBB,2013B,78645,426
BBB,2013B,84245,657
BBB,2013B,34229,706
BBB,2013B,92993,974
BBB,2013B,92947,1350
BBB,2013B,87732,1018
BBB,2013B,74695,3679
BBB,2013B,75399,489
BBB,2013B,52899,928
BBB,2013J,52899,1540
BBB,2013B,25107,2562
BBB,2013B,31663,5906
BBB,2013B,284076,557
BBB,2013B,297484,2812
BBB,2013B,298322,522
BBB,2013B,295754,626
BBB,2013B,294381,338
BBB,2013B,285912,600
BBB,2013B,277733,704
BBB,2013B,276717,2755
BBB,2013B,313810,724
BBB,2013B,309734,701
BBB,2013B,311042,59
BBB,2013B,547689,1294
BBB,2013B,547757,1753
BBB,2013B,547903,7353
BBB,2013B,547620,310
BBB,2013B,548090,2975
BBB,2013B,550429,3635
BBB,2013B,550400,3343
BBB,2013B,550322,353
BBB,2013B,550613,1110
BBB,2013B,550668,428
BBB,2013B,550520,567
BBB,2013B,550708,794
BBB,2013B,550077,5618
BBB,2013B,550098,1456
BBB,2013B,550209,1203
BBB,2013B,550163,77
BBB,2013B,548275,905
BBB,2013B,548307,196
BBB,2013B,548585,813
BBB,2013B,548714,1006
BBB,2013B,548800,81
BBB,2013B,548981,99
BBB,2013B,548884,493
BBB,2013B,548935,1363
BBB,2013B,548921,418
BBB,2013B,548885,483
BBB,2013B,549047,598
BBB,2013B,549078,249
BBB,2014B,549078,86
BBB,2013B,549196,676
BBB,2013B,549512,179
BBB,2013B,550960,762
BBB,2013B,551053,674
BBB,2014B,551053,66
BBB,2013B,551487,732
BBB,2013B,551480,526
BBB,2013B,551715,3286
BBB,2013B,551706,402
BBB,2013B,551906,1165
BBB,2013B,551895,558
BBB,2013B,551886,2290
BBB,2013B,551576,1175
BBB,2013B,552007,516
BBB,2013B,552017,1184
BBB,2013B,552039,880
BBB,2013B,552110,2073
BBB,2013B,537162,4945
BBB,2013B,536519,142
BBB,2013B,536243,22
BBB,2013B,536205,165
BBB,2013B,536270,379
BBB,2013B,536452,287
BBB,2013B,536442,524
BBB,2013B,534983,383
BBB,2013B,535152,622
BBB,2013B,535155,302
BBB,2013B,535140,753
BBB,2013B,535468,2205
BBB,2013B,535773,9162
BBB,2013B,535396,252
BBB,2013B,535328,981
BBB,2013B,535807,339
BBB,2013B,537255,5407
BBB,2013B,537434,2895
BBB,2013B,537342,1076
BBB,2013B,537572,3856
BBB,2013B,537488,3356
BBB,2013B,537558,658
BBB,2013B,537688,576
BBB,2013B,537844,2239
BBB,2013B,538221,4842
BBB,2013B,538942,832
BBB,2013B,538196,328
BBB,2014B,538196,34
BBB,2013B,538987,2123
BBB,2013B,539303,636
BBB,2013B,539265,3259
BBB,2013B,533697,322
BBB,2013B,533545,641
BBB,2013B,533722,570
BBB,2013B,534530,3
BBB,2013B,534652,1253
BBB,2013B,534432,381
BBB,2013B,534698,2497
BBB,2013B,539365,3663
BBB,2013B,540184,13874
BBB,2013B,540656,387
BBB,2013B,540787,109
BBB,2013B,561452,1641
BBB,2013B,561459,760
BBB,2013B,561461,746
BBB,2013B,561437,426
BBB,2013B,561444,1240
BBB,2013B,561713,806
BBB,2013B,560891,110
BBB,2013B,560968,1193
BBB,2013B,561164,2424
BBB,2013B,552822,1019
BBB,2013B,553125,1390
BBB,2013B,553502,6358
BBB,2013B,553487,532
BBB,2013B,553520,192
BBB,2013B,553508,210
BBB,2013B,553442,673
BBB,2013B,553321,981
BBB,2013B,553572,797
BBB,2013B,553716,175
BBB,2013B,553755,327
BBB,2013B,553807,745
BBB,2014B,553807,28
BBB,2013B,554608,1227
BBB,2013B,554783,804
BBB,2013B,554894,2732
BBB,2013B,554998,548
BBB,2013B,555157,65
BBB,2013B,555059,1037
BBB,2013B,555414,747
BBB,2013B,555670,1227
BBB,2013B,555667,700
BBB,2013B,555675,1730
BBB,2013B,555747,2397
BBB,2013B,555880,199
BBB,2013B,555935,150
BBB,2013B,553840,790
BBB,2013B,554203,330
BBB,2013B,554226,1739
BBB,2013B,554344,662
BBB,2013B,556502,1897
BBB,2013B,556871,1198
BBB,2013B,556860,1977
BBB,2013B,556877,725
BBB,2014B,556877,1756
BBB,2013B,556892,1934
BBB,2013B,556840,374
BBB,2013B,556898,14172
BBB,2013B,544532,417
BBB,2013B,541706,394
BBB,2013B,541838,48
BBB,2013B,542081,42
BBB,2013B,542396,82
BBB,2013B,542543,177
BBB,2013B,542748,351
BBB,2013B,543124,1203
BBB,2013B,543180,721
BBB,2013B,544642,1254
BBB,2013B,544632,786
BBB,2013B,545191,1604
BBB,2013B,544881,1411
BBB,2013B,545223,4485
BBB,2014B,545223,39
BBB,2013B,545376,212
BBB,2013B,545340,124
BBB,2013B,543408,85
BBB,2013B,543473,1250
BBB,2013B,543853,1805
BBB,2013B,543970,3562
BBB,2013B,546322,567
BBB,2013B,546407,3750
BBB,2013B,546533,1406
BBB,2013B,546837,915
BBB,2013B,546749,1653
BBB,2013B,546909,713
BBB,2013B,546947,1094
BBB,2013B,547303,25
BBB,2013B,547259,1406
BBB,2013B,556959,1146
BBB,2013B,556992,439
BBB,2013B,557032,2722
BBB,2013B,556997,582
BBB,2013B,557325,619
BBB,2013B,557351,406
BBB,2014B,557351,312
BBB,2013B,557528,1052
BBB,2013B,557758,13144
BBB,2013B,557979,191
BBB,2013B,557935,270
BBB,2013B,558622,2478
BBB,2013B,558820,1008
BBB,2013B,558809,1474
BBB,2013B,558769,1267
BBB,2013B,558701,395
BBB,2013B,558955,415
BBB,2013B,558965,1384
BBB,2013B,559180,628
BBB,2013B,559253,1495
BBB,2013B,559425,302
BBB,2013B,559475,797
