st_id,st_descr_pos,st_descr_neg
281523,"Aujourd'hui était une super journée. J'ai été réveiller par la musique dans la cours, des copains était déja réveillé et commençait à s'ambiancer. Je les ait rejoins, on a fait un biére pong puis on commançait à avoir faim donc on est parti faire un tour ville. On a pris un kebab et on est retourné le mangé à la résidence. On commençait à être pas mal entamé, on a fait des joute avec des cadis et et des rouleaux de papier. Pas mal de gens nous ont rejoint dans L’après midi, j'ai discuté avec des gens à qui je n'avais jamais parler même si on se connaissait de vu depuis un moment. La soirée se poursuit, on part sur des son un peu plus dark. Il est 8h, je n'ai pas vu le temps passé, on se pose dans un canapé dans la cours au soleil. On va à la boulangerie acheter les croissant, on fait une pétanque, puis on rentre à la rez. On croise des potes qui viennent de se réveiller, on les motive à continuer la soirée avec nous. On a encore faim, on commande un mcdo. Pas mal de monde nous on rejoint pour faire la fête mais je vais me coucher pour être en forme le soir. ","Aujourd'hui c'était chiant, j'avais cours à huit heure et il y avait des gréves du coup je suis arrivé en retard. Le prof à rien voulu savoir parce que je n'avais pas de justificatif. Je sais où on les trouves ces *** de justificatifs, je voulais juste arriver pas trop en retard. Je cherche un coin où me poser en attendant le prochain cours, j'ai deux heures mais c'est trop short pour retourner chez moi. Toutes les salles son occupées, je finis par trouver une chaise dans l'entrée et j'essaie de faire une sieste. Je me suis couché tôt mais je sais pas pourquoi, en ce moment je suis fatigué. Le fauteuil est très inconfortable mais je finis par m'endormir. je suis réveillé par des élèves qui finissent leur cours. M***e c'est l'heure de mon cours, c'est où déja? Je sors mon téléphone: 10h15 le cours est en train de commencer. Je me connecte à mon compte pour accéder à mon emploi du temps, mon réseau est toujours aussi long. Ok c'est dans un salle que je ne connais pas trop mais je vois dans quel coin c'est. Arrivé là-bas je regardre par les fenêtres, c'est bon c'est là, j'entre discrètement, je m'installe, le prof ne pas remarqué c'est bon. C'est quoi ce court déja? Ca fait 10 minutes que je suis là j'en ai déja marre, je vais faire un jeux sur mon tel. Le cours et toute la journée se poursuit comme ça, j'attends que le temps passe sur mon tel. D'ailleurs j'ai été noté absent pour les deux cours du matin, j'aurais mieux fait de rester chez moi. Mais en même temps j’aurais fait quoi? Il est 19h, je viens de rentré mais j'ai rien à faire. Je scroll sur mon tel comme je l'ai fait toute la journée. Vivement le week end que je puisse repartir en soirée. "
282085,"Aujourd'hui je me suis réveillée avant mon réveil à 9h29. Le midi j'ai pris le temps de faire un peu de sport, et après une bonne douche j'ai mangé un bon croque monsieur. J'ai été très productive l'après midi et ai pu finir plus tôt. J'ai rejoint mon groupe d'amis en début de soirée d'après midi pour boire un verre. Nous avons ensuite enchainé sur un barbecue qui a duré toute la soirée.","Aujourd'hui quand le réveil à sonné j'étais très fatiguée. La maison n'est pas rangée et la cuisine est sale, ce qui me mets de mauvaise humeur pour la matinée. Je ne me sens pas bien donc je ne peux pas me défouler en faisant du sport par exemple. L'après midi j'ai beaucoup de réunion et du travail à rattraper de la matinée. Je n'ai pas gout à sortir avec mes proches donc je vais me coucher tôt en espérant que la journée de demain sera mieux."
281855,"J'ai passé une très bonne journée aujourd'hui, je me suis levée de bonne heure après une bonne nuit de sommeil. je suis allée faire du sport puis j'ai enchainé avec un déjeuner enter copines. ensuite, j'ai vu mon copain avant d'aller faire du shopping avec d'autres amies. finalement j'ai diné avec des potes, appris que j'avais eu de bonnes notes et dormi avec mon copain.&nbsp;",je n'ai pas passé une bonne journée aujourd'hui. il ne faisait pas beau et les restaurants étaient complets. mes amis n'étaient pas disponibles et j'ai eu des cours en ligne bien trop longs.&nbsp;
281753,Aujourd'hui j'ai passé une super journée. J'ai rejoint mon cousin tôt le matin et nous sommes partis en voiture pour visiter un lieu que je n'avais jamais vu. Nous avons mangé sur place et avons ensuite profité du beau temps pour nous promener et apprécié les paysages qui nous entouraient. Le soir nous sommes rentrés chez nous en écoutant nos musiques préférées.,"Aujourd'hui je n'ai pas passé une bonne journée. Je me suis réveillée en retard pour le travail et il y a avait une grève des transports en commun. J'ai attendu 30minutes sur le quai de la gare avant de pouvoir rentrer dans un wagon noir de monde. J'ai ensuite eu une journée assez stressante à cause de ma charge de travail. En sortant, mon ami que je devais voir annulé notre rendez-vous. Je suis donc rentrée chez moi pour manger les mêmes pates que j'avais mangé la veille.&nbsp;"
283281,"El día de hoy es un gran día. Iniciado con un desayuno familiar donde pudo disfrutar de un delicioso café, siendo mi hijo menor quien en esta ocasión preparado el pan francés que tanto nos gusta. Mi esposo como siempre disfrutó preparando la ensalada de su tierra y todos pudimos desayunar antes de iniciar el trabajo del día. Por la tarde pudimos realizar las diferentes actividades que nos corresponden, en esta ocasión tuvimos la oportunidad de que mi hijo mayor participara en su torneo virtual donde como siempre dio lo mejor de sí. Por la noche tuvimos una pequeña reunión familiar donde disfrutamos de algunas actividades de lluvia (como a mi hijo menor le gusta llamarles). Por último, pude con mi esposo disfrutar viendo una serie turca que a los dos nos ha mantenido maintenidos en los últimos meses.&nbsp;","Hoy no fue un buen día para mi, el dolor de cabeza que tuve desde la mañana me impidió trabajar adecuadamente, ello hizo que me retrasara en la entrega final del proyecto que tenemos agendada para el día de mañana. Durante el retraso me sentí mejor, afortunadamente pude avisarle al equipo que estaba indispuesta y ellos se organizaron para retomar algunas de mis actividades para el proyecto, así que después de todo el impacto fue menor de lo que esperaba. Desafortunadamente las cosas por la noche no mejoraron, mis hijos enfermaron de la garganta y ambos presentaron fiebre, así que fue una larga noche que pasamos mi esposo y yo verificando que estuvieran bien. afortunadamente durmieron sin mayor problema."
281370,Je me suis levée en milieu de matinée j'ai pris un petit déjeuner en famille ou avec des amies. L'après midi je sors me balader avec des amies et on prends un gouter dans un salon de thé très cosy. Enfin je rentre chez moi et je passe une soirée tranquille avec mon copain.,Le réveil était difficile et je n'avais pas envie de me lever. Une fois en DS je me rends compte que ce n'est pas du tout comme ce que j'avais vu en cours et je panique parce que je vais avoir une mauvaise note. Après je rentre chez moi pour suivre un cours en distanciel avec un prof qui va parler d'un sujet qui ne m'intéresse pas du tout. je vais probablement m'endormir devant puis culpabiliser parce que je n'ai pas réussi à suivre. malgré mon absence de motivation il va falloir que je me remette au travail le soir parce que c'est la période d'exam et que je ne peux pas me permettre d'en rater un autre.
281785,"Today has been an amazing day. I have been able to make important progress in my work. I was enjoying it very much and able to learn and understand new things. Later I was out to do some exercise, and my feelings were very good. At night, I have been out with my friends enjoying a drink and chatting.","Today has been a rough day. I was struggling to concentrate on my work. I was not able to understand what I wanted to do and how to progress. I am feeling a bit lost. As a consequence of that, I could not go out to do other things that I need. In the end, it feels like a missed day; not being able to accomplish anything."
281751,"Je me suis reveillé vers 10h, j'ai discuter avec ma copine autour d'un café, nous sommes allé au restaurant. Nous nous sommes ensuite baladé en scooter dans Paris, il faisait super beaux. Vers 17h nous sommes rentrés pour se reposer. Vers 19h nous sommes allé rejoindre des amis et nous avons beaucoup pris l'apéritif. Après diner nous sommes allé se poser dehors entre amis et nous sommes reparti nous coucher vers Minuit.","Je me suis réveillé dans la nuit assoiffé car j'ai trop bu la veille. Je pars vers 9h pour aller au travaille et je me rend compte qu'on m'a volé mon scooter. Je dois me dépêcher d'aller au travail car j'ai un rendez-vous super important qui déterminera ma futur carrière dans l'entreprise. Je prend les transports et il y a des problèmes sur la ligne 8. Je décide de finir à pied et arrive en retard de 20 minutes. Après le rendez-vous, j'apprend que mon client qui me ramène plus de 50% de mon objectif, ne souhaite plus travailler avec nous. Mon chien se fait écraser par le tramway."
284023,"Aujourd'hui, j'ai pu prendre du temps pour moi avant de commencer le travail. J'ai pris un bon petit déjeuner pour prendre des forces et animé mes réseaux sociaux. Je n'ai pas eu d'encombre dans les transports et j'ai pu lire à ma guise un livre de science fiction qui m'a aidé à sortir de mon quotidien. Une fois au bureau, j'ai eu des réunions qui se sont bien déroulées et pu parler à mes collègues. Le soir, j'ai pu rentrer chez moi tôt pour pouvoir faire du sport et manger un bon repas avec mes amis.","Aujourd'hui, j'étais très fatiguée à la suite d'une insomnie. J'ai eu des problèmes dans les transports et j'ai passé 1h de plus dans le métro avec des gens très énervés de la situation. Au travail, mes co équipiers ont été découragés par le projet et ont démoli tous mes arguments. Le soir, j'ai dû rentrer chez moi très tard sans pouvoir faire mes loisirs ni voir mes amis."
281752,"Today was a wonderful day for me. I was enjoying my weekend since my works had already been done during the week. I had a great video call with my family and some of my friends. The weather was amazing and I did some workouts in the afternoon. In the evening, I got my self a hot drink and enjoyed a football match of my favourite team.",Today was an awful day for me. I was still working on my project and trying to have it done before next week. I did not have time to talk to anyone or do any thing other than my works. I did not even have time for a proper meal and a good sleep. I also received multiple rejections for my work applications.
282630,"Aujourd'hui, j'ai réussi à me lever tôt pour faire ma routine matinale (étirements, etc...), j'ai pris un bon petit-déjeuner, et je suis parti au travail à vélo. Pas de vent et du soleil, le temps idéal.&nbsp;A la pause de midi, le temps permet de manger dehors, j'en profite pour me rendre dans le parc d'à côté. Pas trop de stress au boulot, car il n'y a pas de retard sur les projets en cours. On peut discuter d'autres choses, planifier un verre à prendre en fin de semaine etc...&nbsp;Comme d'habitude, je sors suffisamment tôt pour faire mes courses, faire mon sport en extérieur, prendre du temps pour cuisiner et bien manger. Après manger, j'ai le temps pour écouter une émission de radio, ou voir un film, ou faire de la musique etc...&nbsp;","Aujourd'hui, je n'ai pas d'appétit au petit déjeuner, car je suis stressé sur un dossier important à rendre, sur lequel j'ai du retard. Comme je procrastine dessus, je m'invente des excuses pour ne pas avoir à me pencher dessus, et je fais autre chose, souvent quelque chose de futile. Mais des signes extérieurs me font toujours penser à ce projet en retard. Ca me ronge toute la journée, et au bout du compte, je n'ai toujours pas avancé dessus. Tant pis je m'y mettrai peut-être demain. La journée n'aura pas été efficace pour moi.&nbsp;"
284478,Aujourd'hui je me suis réveillée tôt et prendre mon petit déjeuner tranquillement en écoutant de la musique. Je me suis rendue au bureau sous un beau temps. J'ai pris le café avec mes collègues puis ai commencé ma journée de travail. J'ai pu réglé quelques problèmes de dossiers en cours qui trainaient. Le soir j'ai rejoins des amis en terrasse.&nbsp;&nbsp;,"Aujourd'hui je me suis réveillée en aillant mal dormi, mes voisins ont fait du bruit. En trainant, je suis partie en retard de chez moi pour aller au travail et il pleuvait. Le travail était pénible car j'ai accumulé du retard dans mes dossiers, puis j'ai enchainé des réunions qui étaient inutiles. Le soir j'étais censée rejoindre une amie mais elle m'a fait faux bond étant retenue au travail.&nbsp;"
281800,"Aujourd'hui était une très bonne journée. Je me suis levé tôt pour aller faire du karaté avec mon frère. Le cours a duré un peu plus longtemps que d'habitude, mais j'ai pu apprendre de nouvelles techniques. Il faisait chaud également. C'était épuisant, mais revigorant. Une fois rentré chez moi, je me suis douché, ai regardé des vidéos sur YouTube, puis toute la famille est passée à table. Après manger, je suis allé me balader en forêt avec ma mère et lorsque je suis revenu, j'ai aidé mon père à faire une balancelle en bois. Un peu plus tard dans l'après-midi, j'ai planifié un rendez-vous avec une ancienne camarade. On se revoit la semaine prochaine.Le soir, je suis allé sortir mon chien et après le soupé, on a regardé un film tous en famille.","Aujourd'hui n'était pas une bonne journée pour moi.J'étais très stressé à cause de toutes ces deadlines... De plus, après 10&nbsp;h, je ne suis plus arrivé à me concentrer sur mon travail... J'ai regardé des vidéos pour passer le temps, mais c'était assez déprimant...Heureusement, le plat de ce midi n'était pas trop mal. Mais ça ne rattrape pas une journée.Je ne me souviens plus de ce que j'ai fait l'après-midi, mais ce n'était guère plus intéressant que le matin. En plus, il faisait beau dehors alors que j'étais enchainé à ce bureau.La soirée s'est bien finie tout de même. J'ai sorti mon chien, j'ai mangé et on a regardé une série avec mon frère."
282955,"Aujourd'hui, je me suis levée et le soleil brillait. Cela m'a mise de bonne humeur. J'ai ensuite été boire un café en terrasse avec des amis puis nous avons passé la journée dans un parc d'attraction. Nous nous sommes beaucoup amusés. Le soir, j'ai mangé dans un bon restaurant italien.&nbsp;","Aujourd'hui, je me suis levée de mauvaise humeur. Il faisait froid et le temps était pluvieux. J'ai raté mon bus pour aller au travail et je suis arrivée en retard. J'ai enchainé les réunions et n'ai pas eu le temps de déjeuner. Je suis sortie tard du travail et il faisait déjà nuit.&nbsp;"
283225,"Ce Jeudi était une bonne journée. Le matin en allant au travail, un de mes collègues avait ramené des viennoiseries et ça m'a fait plaisir puisque je n'avais pas eu le temps de prendre mon petit déjeuner. La journée en elle-même était très productive et j'ai pu accomplir toutes les tâches que je m'étais fixé. J'ai retrouvé une de mes amies au restaurant pour le dîner puis je suis rentrée chez moi. J'ai appelé ma mère et ma sœur pour avoir de leur nouvelles avant d'aller me coucher avec le sourire.","Vendredi, j'ai passé une très mauvaise journée. Je me suis réveillée en retard parce que je n'ai pas entendu mon réveil. En me rendant au travail, mon tram a fait un arrêt de 15 min pour résoudre un problème technique. Durant la journée, les interlocuteurs dont j'avais besoin étaient tous occupés ce qui m'a ralentie et même bloquée sur certaines tâches. Je suis allée déjeuner à la cantine avec quelques collègues, et étant arrivés à la fin du service, il n'y avait plus d'option pescatorienne ou végétarienne, j'ai dû donc me contenter d'accompagnements ainsi que d'un dessert comme repas. L'après-midi, je n'étais pas très productive par manque de sommeil et j'ai eu du mal à avancer sur certains points. En sortant du travail, je devais me rendre à un rendez-vous chez un ophtalmologue qui a annulé par message 5 min avant que je n'arrive. Je suis ainsi rentrée tard à la maison, fatiguée et en sachant qu'il fallait que je reprenne un nouveau rendez-vous pour le médecin."
280428,Je me suis levé tot le bus m'a amené au lycée sans embouteillages je ne me suis pas ennuyé en cours et je me suis détendu le soir a la maison en regardant des videos,"le bus n'est pas arrivé donc j'ai du y aller a pied j'ai du me dépêcher d'aller au lycée puis il y a controle surprise en physique-chimie, l'ambiance est morose, on ne fait pas attention a moi et le soir je dois encore travailler"
286593,"Ma journée s'est bien passée, j'ai commencé par me réveiller quelques minutes avant mon réveil, puis j'ai pris mon petit-déjeuner avant d'aller à l'université. J'ai suivi des cours intéressants et déjeuné avec mes amis avant d'aller à mon entraînement de football. En rentrant du stade, j'ai pris une douche et j'ai fait mes devoirs. Après le dîner, j'ai regardé un match de l'Euro puis je me suis couchée vers 23h.","J'ai passé une mauvaise journée, qui a commencé dès le matin puisque je n'ai pas entendu mon réveil sonner. J'ai à peine eu le temps de manger une banane sur le chemin de l'université, où je suis arrivée en retard. Le professeur a souligné mon retard devant toute ma promotion, ensuite quand je suis arrivée à la cafétéria il ne restait plus qu'un sandwich au thon, et je n'aime pas ça. L'après-midi, la prise de la place où j'étais assise dans la bibliothèque ne fonctionnait pas, mon ordinateur s'est éteint, faute de batterie. En rentrant, le trafic était perturbé sur ma ligne de métro."
287559,"Aujourd'hui était une bonne journée pour moi car j'ai bien dormi. En me réveillant, des amies m'ont proposé qu'on passe la journée ensemble. On a bien rigolé et la journée est passée vite. ","Aujourd'hui n'a pas été une bonne journée pour moi car il y avait des travaux tôt le matin chez mes voisins donc ça m'a réveillé. Ensuite il y a eu des problèmes de transport, je suis arrivée en retard au travail. Et quand je suis arrivée au travail ma collègue qui se plaint tout le temps, s'est plainte d'être fatiguée."
